iso3,uid,country,plant_type,gcd_plant_name,gcd_company_name,gcd_location,status,latitude,longitude,source,accuracy,permid,company_name,reported_capacity,reported_production_start,owner_source,date_accessed,parent_permid,parent_name,desc,num_kilns_1,kiln_type_1,num_kilns_2,kiln_type_2,capacity,capacity_unit,contact,tel,fax
KOR,KOR0015,"Korea, Republic of",Integrated,Donghae Plant,Tong Yang Cement Corporation,Donghae,Operating,37.495174,129.13202,GCD,Exact,4298015087,Sampyo Cement Co Ltd,1.367,,http://www.sampyocement.co.kr/kor/network/network_sub3.php,2/13/2020,4298015087,Sampyo Cement Co Ltd,1.06Mt/yr,,,,,1.06,Mt/yr,,+82 43 292 01405,+82 43 297 8200
KOR,KOR0016,"Korea, Republic of",Integrated,Yeongwol Plant,Ssangyong Cement Industrial (Hanh & Co. Cement Holdings Ltd),Yeongwol,Operating,37.186617,128.322076,GCD,Exact,4295881594,Ssangyong Cement Industry Co Ltd,3.5,,http://www.ssangyongcement.co.kr/jsp/eng/company/com06-1.htm,2/13/2020,4295881594,Ssangyong Cement Industry Co Ltd,5 Dry - 3.5Mt/yr,5,DRY,,,3.5,Mt/yr,Jongsik Kim,Tel: +82 33 370 8114,Fax: +82 33 370 8080
KOR,KOR0017,"Korea, Republic of",Integrated,Donghae Plant,Ssangyong Cement Industrial (Hanh & Co. Cement Holdings Ltd),Donghae,Operating,37.483696,129.053429,GCD,Exact,4295881594,Ssangyong Cement Industry Co Ltd,11.5,,http://www.ssangyongcement.co.kr/jsp/eng/company/com06.htm,2/13/2020,4295881594,Ssangyong Cement Industry Co Ltd,7 Dry - 11.5Mt/yr,7,DRY,,,11.5,Mt/yr,Kwang Won Ahn,Tel: +82 33 520 1114,Fax: +82 33 520 1109
LVA,LVA0001,Latvia,Integrated,Broceni Plant,Cemex Latvia,Broceni,Operating,56.690803,22.592287,GCD,Exact,5000057902,Cemex SAB de CV,1.6,,https://www.cemex.com/locations/russia,2/8/2020,5000057902,Cemex SAB de CV,1 Wet & 1 Dry - 2.0Mt/yr,1,WET,1,DRY,2,Mt/yr,Elmars Olstaens,Tel: +371 67 033 500,Fax: +371 67 033 514
LBN,LBN0002,Lebanon,Integrated,,Ciment de Sibline SAL (51% Secil),Sibline,Operating,33.628265,35.422609,GCD,Exact,4296711634,Ciment De Sibline SAL,1.2,,http://www.secil-group.com/a-secil/a-secil-no-mundo/?lang=en#secil_no_mundo_tunisia_en,3/20/2020,4295886745,Secil Companhia Geral de Cal e Cimento SA,Sibline Plant 2 Dry - 1.2Mt/yr,2,DRY,,,1.2,Mt/yr,Vassilis Mavridis,Tel: +961 1 136 5690,Fax: +961 1 136 5692
MEX,MEX0001,Mexico,Integrated,Tepetzingo Plant,Cemento Portland Moctezuma (Buzzi Unicem),"Tepetzingo, Morelos",Operating,18.798161,-99.179188,GCD,Exact,4298283954,Cementos Moctezuma SA de CV,2,1997,https://www.cmoctezuma.com.mx/cemento/plantas/planta-tepetzingo.htm,2/7/2020,4295875751,Buzzi Unicem SpA,2 Dry - 2.5Mt/yr,2,DRY,,,2.5,Mt/yr,Secondino Quaglia,Tel: +52 77 7329 0900,Fax: +52 77 7329 0909
MEX,MEX0002,Mexico,Integrated,Apazapan Plant,Cemento Portland Moctezuma,"Apazapan, Veracruz",Operating,19.343802,-96.70478,GCD,Exact,4298283954,Cementos Moctezuma SA de CV,1,2010,https://www.cmoctezuma.com.mx/cemento/plantas/planta-apazapan.htm,2/7/2020,4295875751,Buzzi Unicem SpA,2 Dry -2.75Mt/yr,2,DRY,,,2.75,Mt/yr,Miguel Medina,Tel: +52 27 9822 6100,Fax: +52 27 9822 6110
MEX,MEX0003,Mexico,Integrated,,Cemento Portland Moctezuma (Buzzi Unicem),"Cerritos, San Luis Potosi",Operating,22.474087,-100.378977,GCD,Exact,4298283954,Cementos Moctezuma SA de CV,2,2004,https://www.cmoctezuma.com.mx/cemento/plantas/planta-cerritos.htm,2/7/2020,4295875751,Buzzi Unicem SpA,2 Dry - 2.6Mt/yr,2,DRY,,,2.6,Mt/yr,Octavio Senties,Tel: +52 486 863 0000,Fax: +52 486 863 0001
MAR,MAR0001,Morocco,Grinding,"Laâyoune Plant (formerly Cimsud, bought by CdM in 2H19 from Anouar Invest Group)",Ciments du Maroc (HeidelbergCement),"Foum El Oued, Laâyoune",Operating,27.077753,-13.418374,GCD,Exact,4295884522,Ciments du Maroc SA,0.5,,https://www.cimentsdumaroc.com/fr/centre-de-broyage-de-laayoune,2/8/2020,4295868961,HeidelbergCement AG,0.5Mt/yr (Commissioned 2019),,,,,0.5,Mt/yr,,Tel: +212 528 894 323,Fax:  +212 528 893 868
MAR,MAR0002,Morocco,Integrated,Ait Baha Plant,Ciments du Maroc (HeidelbergCement),"Imi Mqorn Chtouka Ait Baha, Agadir",Operating,30.220295,-9.15274,GCD,Exact,4295884522,Ciments du Maroc SA,2.2,2010,https://www.cimentsdumaroc.com/fr/usine-dait-baha,2/8/2020,4295868961,HeidelbergCement AG,1 Dry - 2.2Mt/yr,1,DRY,,,2.2,Mt/yr,Mohamed Chafiq,Tel. + 212 528 389 600,Fax + 212 528 822 133
MAR,MAR0003,Morocco,Integrated,,Ciments du Maroc (HeidelbergCement),"Mzoudia, Marrakech",Operating,31.58524,-8.502384,GCD,Exact,4295884522,Ciments du Maroc SA,1.4,1976,https://www.cimentsdumaroc.com/fr/usine-de-marrakech,2/8/2020,4295868961,HeidelbergCement AG,2 Dry - 1.4Mt/yr,2,DRY,,,1.4,Mt/yr,Jamal Talbi,Tel. + 212 524 339 300,Fax + 212 524 339 315
MAR,MAR0004,Morocco,Integrated,Safi Plant,Ciments du Maroc (HeidelbergCement),Safi,Operating,32.552532,-9.104544,GCD,Exact,4295884522,Ciments du Maroc SA,1,2005,https://www.cimentsdumaroc.com/fr/usine-de-safi,2/8/2020,4295868961,HeidelbergCement AG,1 Dry - 1.0Mt/yr,1,DRY,,,1,Mt/yr,Ahmed Benaissa,Tel: + 212 524 619 100,Fax + 212 524 619 106
MAR,MAR0005,Morocco,Grinding,,Ciments du Maroc (HeidelbergCement),"Jorf Lasfar , El Jadida",Operating,33.110246,-8.621272,GCD,Exact,4295884522,Ciments du Maroc SA,0.45,2014,https://www.cimentsdumaroc.com/fr/centre-de-broyage-de-jorf-lasfar,2/8/2020,4295868961,HeidelbergCement AG,0.5Mt/yr,,,,,0.5,Mt/yr,Abderrahmane Elmanar,Tel: +212 523 385 065,
MOZ,MOZ0004,Mozambique,Grinding,,Limak Cementos (Limak Holding),"Maputo Port, Maputo, Mozambique",Operating,-25.958721,32.485549,GCD,Exact,,Limak Cimentos SA,0.7,,http://www.limak.com.tr/sectors/cement/factories/limak-cimentos-sa-mozambique-grinding-and-packing-factory,2/13/2020,4298442379,Limak Holding AS,0.7Mt/yr (Inaugurated Feb 2018).,,,,,0.7,Mt/yr,,,
NLD,NLD0002,Netherlands,Grinding,Maastricht Plant,Eerste Nederland Cement Industrie (ENCI - HeidelbergCement),AA Maastricht,Operating,50.819524,5.691761,GCD,Exact,4296667777,ENCI Holding NV,0.9,1926,https://www.enci.nl/nl/enci-maastricht,2/8/2020,4295868961,HeidelbergCement AG,"Clinker production stopped mid-2019,",,,,,,,now grinding only),Tel: +31 43 329 7777,Fax: +31 43 329 7822
NLD,NLD0003,Netherlands,Grinding,ENCI Rotterdam,ENCI (HeidelbergCement),3197 KE Botlek-Rotterdam,Operating,51.881235,4.245884,GCD,Exact,4296667777,ENCI Holding NV,0.6,1964,https://www.enci.nl/nl/enci-rotterdam,2/8/2020,4295868961,HeidelbergCement AG,0.6Mt/yr,,,,,0.6,Mt/yr,,Tel: +31 181 244 500,Fax: +31 181 244 523
NLD,NLD0004,Netherlands,Grinding,ENCI Ijmuiden,ENCI (HeidelbergCement),1951 JR Velsen-Noord,Operating,52.471076,4.621188,GCD,Exact,4296667777,ENCI Holding NV,1.4,1931,https://www.enci.nl/nl/enci-ijmuiden,2/8/2020,4295868961,HeidelbergCement AG,1.4Mt/yr,,,,,1.4,Mt/yr,,Tel: +31 251 268 600,Fax: +31 251 268 507
NIC,NIC0001,Nicaragua,Integrated,San Rafael del Sur Plant,Cemex Nicaragua,Managua,Operating,11.860059,-86.424014,GCD,Exact,5037662080,CEMEX Latam Holdings SA,0.6,,https://www.cemexnicaragua.com/productos-y-servicios/donde-comprar,2/8/2020,5000057902,Cemex SAB de CV,5 Wet - 0.6Mt/yr,5,WET,,,0.6,Mt/yr,Jaime Sergovia Garciá,Tel: +505 2255 8918,Fax: +505 2266 6145
NIC,NIC0003,Nicaragua,Grinding,Naragote Plant,Holcim Nicaragua (80% LafargeHolcim),"Naragote, León",Operating,12.276255,-86.500882,GCD,Exact,5035452642,Holcim Nicaragua SA,0.4,,https://www.holcim.com.ni/quienes-somos/nuestra-empresa,2/9/2020,4295890620,LafargeHolcim Ltd,0.3Mt/yr (Expansion announced in 2015),,,,,0.3,Mt/yr,Henry Rathgeb,Tel: +505 2255 9255,Fax: +505 2266 8218
NGA,NGA0001,Nigeria,Integrated,Ibese Plant,Dangote Cement,"Ibese, Ilaro",Operating,7.006077,3.047604,GCD,Exact,5001198258,Dangote Cement PLC,12,2012,http://www.dangotecement.com/operations/nigerian-operations/,2/7/2020,5001198258,Dangote Cement PLC,12.0Mt/yr,,,,,12,Mt/yr,Armando Martinez,Tel: +234 1 448 0815,Fax: +234 1 463 0316
NGA,NGA0002,Nigeria,Integrated,Benue Plant,Dangote Cement (Benue Cement Company),"Gboko Ityoycila, Ukpi",Operating,7.411613,8.975232,GCD,Exact,5001198258,Dangote Cement PLC,4,2007,http://www.dangotecement.com/operations/nigerian-operations/,2/7/2020,5001198258,Dangote Cement PLC,1 Dry - 4.0Mt/yr,1,DRY,,,4,Mt/yr,,Tel: +234 8070 485 500,Fax: +234 161 0766
NGA,NGA0003,Nigeria,Integrated,Obajana Plant,Dangote Cement,"Obajana Jeremiah, Marcus",Operating,7.927327,6.425156,GCD,Exact,5001198258,Dangote Cement PLC,13.25,2008,http://www.dangotecement.com/operations/nigerian-operations/,2/7/2020,5001198258,Dangote Cement PLC,3 Dry - 12.5Mt/yr,3,DRY,,,12.5,Mt/yr,,Tel: +234 1 448 0815,Fax: +234 1 463 0316
PAK,PAK0001,Pakistan,Integrated,,DG Khan Cement,"Hub, Lasbela District, Karachi, Balochistan",Operating,25.159443,66.783955,GCD,Exact,4295885839,D G Khan Cement Company Ltd,2.835,,http://www.dgcement.com/plants.html#,2/16/2020,4295885839,D G Khan Cement Company Ltd,3.2Mt/yr,,,,,3.2,Mt/yr,,Tel: +92 21 34935030.,
PAK,PAK0002,Pakistan,Integrated,Dera Ghazi Khan I/II Plant,DG Khan Cement,Dera Ghazi Khan,Operating,30.327399,70.538435,GCD,Exact,4295885839,D G Khan Cement Company Ltd,2.1105,,http://www.dgcement.com/plants.html#,2/16/2020,4295885839,D G Khan Cement Company Ltd,3 Dry - 2.1Mt/yr,3,DRY,,,2.1,Mt/yr,G Khan Chakwahl,Tel: +92 42 3636 0153,Fax: +92 64 246 0028
PAK,PAK0003,Pakistan,Integrated,,DG Khan Cement,"Khairpur, Tehsil Kallar Kahar, Punjab",Operating,32.725581,72.816963,GCD,Exact,4295885839,D G Khan Cement Company Ltd,2.1105,,http://www.dgcement.com/plants.html#,2/16/2020,4295885839,D G Khan Cement Company Ltd,2.0Mt/yr,,,,,2,Mt/yr,,Tel: +92 42 3636 0152,Fax: +92 54 365 0231
PAN,PAN0001,Panama,Integrated,Calzada Larga Plant,Cemex Panamá,"Larga, Chilibre",Operating,9.167751,-79.536857,GCD,Exact,5037662080,CEMEX Latam Holdings SA,2.1,,https://www.cemexpanama.com/productos/donde-comprar,2/8/2020,5000057902,Cemex SAB de CV,1 Dry - 2.1Mt/yr,1,DRY,,,2.1,Mt/yr,,Tel: +507 278 8900,Fax: +507 278 8935
PRY,PRY0001,Paraguay,Grinding,,Yguazú Cementos (InterCement / Camargo Corrêa / Concremix),Villa Hayes,Operating,-25.108222,-57.537517,GCD,Exact,5036198218,Yguazu Cementos SA,0.75,,http://yguazucementos.com.py/planta/,2/10/2020,5035421084,InterCement Participacoes SA,0.4Mt/yr,,,,,0.4,Mt/yr,Cléber Ceroni,Tel: +598 2128 2616,
POL,POL0001,Poland,Integrated,Nowiny Plant,Dyckerhoff Polska (Buzzi Unicem),"Sitkówka, Nowiny",Operating,50.806773,20.529912,GCD,Exact,4298239049,Dyckerhoff Polska Sp z o o,1.6,,http://www.dyckerhoff.pl/online/pl/Stronag322wna/Oddzia322y/Oddzia322yCement/SiedzibaG322wna.html,2/7/2020,4295875751,Buzzi Unicem SpA,2 Dry - 1.6Mt/yr,2,DRY,,,1.6,Mt/yr,Krzysztof Kocik,Tel: +48 41 346 6000,Fax: +48 41 346 6488
PRT,PRT0005,Portugal,Integrated,Secil-Outão Plant,SECIL,Sétubal,Operating,38.501466,-8.935936,GCD,Exact,4295886745,Secil Companhia Geral de Cal e Cimento SA,2,1904,http://www.secil-group.com/a-secil/a-secil-no-mundo/a-secil-no-mundo-portugal/?lang=en,3/20/2020,4295886745,Secil Companhia Geral de Cal e Cimento SA,2 Dry - 2.0Mt/yr,2,DRY,,,2,Mt/yr,Vitor Oliveira Henriques,Tel: +351 212 198 100,Fax: +351 265 234 629
PRT,PRT0006,Portugal,Integrated,Cibra-Pataias Plant,CMP/SECIL,"Pataias, Leiria, Maceira",Operating,39.655677,-8.987387,GCD,Exact,4295886745,Secil Companhia Geral de Cal e Cimento SA,0.62,1950,http://www.secil-group.com/a-secil/a-secil-no-mundo/a-secil-no-mundo-portugal/?lang=en,3/20/2020,4295886745,Secil Companhia Geral de Cal e Cimento SA,1 Dry - 0.4Mt/yr 1 Semidry - 0.2Mt/yr white cement,1,DRY,1,SEMIDRY,0.4,Mt/yr,João Paulo Dias Pais Pereira,Tel: +351 244 587 700,Fax: +351 244 589 652
PRT,PRT0007,Portugal,Integrated,Maceira-Liz Plant,CMP/SECIL,"Gândara, Leiria",Operating,39.685773,-8.905132,GCD,Exact,4295886745,Secil Companhia Geral de Cal e Cimento SA,1.5,1923,http://www.secil-group.com/a-secil/a-secil-no-mundo/a-secil-no-mundo-portugal/?lang=en,3/20/2020,4295886745,Secil Companhia Geral de Cal e Cimento SA,2 Dry - 1.4Mt/yr,2,DRY,,,1.4,Mt/yr,Vitor Manuel Oliveira Henriques,Tel: +351 244 779 900,Fax: +351 244 777 533
RUS,RUS0001,Russian Federation,Integrated,Korkino/Ural Plant,Buzzi Unicem (formerly Lafarge Russia),"Pervomaysky, Korkino, Chelyabinsk",Operating,54.873651,61.196847,GCD,Exact,5041076582,Dyckerhoff Korkino Tsement OOO,1,,https://www.slk-cement.com/map_of_plants_eng,2/7/2020,4295875751,Buzzi Unicem SpA,6 Wet - 4.5Mt/yr,6,WET,,,4.5,Mt/yr,Moskalec Rudolf,Tel: +7 35 1523 3761,Fax: +7 35 1523 3764
RUS,RUS0002,Russian Federation,Integrated,Suchoi Log Plant,OAO Sucholoshskcement (Buzzi Unicem),Suchoi Log,Operating,56.868466,62.056043,GCD,Exact,4295941278,Sukholozhsktsement OAO,3.5,,https://www.slk-cement.com/map_of_plants_eng,2/7/2020,4295875751,Buzzi Unicem SpA,4 Wet & 1 Dry – 3.6Mt/yr,4,WET,1,DRY,3.6,Mt/yr,Nikolaev Vladimir Alekseevich,Теl: +7 34 3737 9038,Fax:  +7 34 3734 3532
RUS,RUS0003,Russian Federation,Integrated,Kavkazcement Plant,Eurocement,"Karachaevo, Cherkessk",Operating,44.125712,42.00998,GCD,Exact,5000048983,Yevrotsement Group AO,3.4,1974,https://www.eurocement.ru/cntnt/eng10/plants2/russia1/zao_kavkaz3.html,2/10/2020,4297884584,Eurocement Holding AG,4 Wet - 3.1Mt/yr (Upgrade to 1 Dry 3.0Mt/yr capacity line ongoing),4,WET,1,DRY,3.1,Mt/yr,Igor Nikolenko,Tel: +7 87 8229 3702,Fax: +7 87 8229 3808
RUS,RUS0004,Russian Federation,Integrated,Vonorezh Branch Plant,Eurocement,"Podgorensky, Voronezh",Operating,50.378073,39.633608,GCD,Exact,5000048983,Yevrotsement Group AO,3.075,2013,https://www.eurocement.ru/cntnt/eng10/plants2/russia1/podgorensk1.html,2/10/2020,4297884584,Eurocement Holding AG,6 Wet - 3.0Mt/yr,6,WET,,,3,Mt/yr,Trunov Mark Valerevich,Tel: +7 47 3206 5550,Fax: +7 47 3206 5547
RUS,RUS0005,Russian Federation,Integrated,Belgorodsky Plant,Eurocement,Belgorod West,Operating,50.610789,36.555284,GCD,Exact,5000048983,Yevrotsement Group AO,4.139,1949,https://www.eurocement.ru/cntnt/eng10/plants2/russia1/zao_belgor2.html,2/10/2020,4297884584,Eurocement Holding AG,7 Wet - 3.8Mt/yr (Upgrade to 1 dry 3.0Mt/yr capacity line ongoing),7,WET,1,DRY,3.8,Mt/yr,Sergey Bogomazov,Tel: +7 47 2230 0301,Fax: +7 47 2232 2074
RUS,RUS0006,Russian Federation,Integrated,Oskolcement Plant,Eurocement,Belgorod,Operating,51.257872,37.762677,GCD,Exact,5000048983,Yevrotsement Group AO,4.533,1969,https://www.eurocement.ru/cntnt/eng10/plants2/russia1/zao_oskolc2.html,2/10/2020,4297884584,Eurocement Holding AG,6 Wet - 4.1Mt/yr (Upgrade to 1 Dry 3.0Mt/yr capacity line ongoing),6,WET,1,DRY,4.1,Mt/yr,Denis Dotsenko,Tel: +7 47 2544 0708,Fax: +7 47 2544 0412
RUS,RUS0007,Russian Federation,Integrated,Lipetskcement OJSC Plant,Eurocement,"Lipetsk, Cemzawoda",Operating,52.664946,39.632835,GCD,Exact,5000048983,Yevrotsement Group AO,2.302,1963,https://www.eurocement.ru/cntnt/eng10/plants2/russia1/zao_lipets.html,2/10/2020,4297884584,Eurocement Holding AG,1 Dry & 2 Semi-Dry - 2.1Mt/yr,1,DRY,2,SEMIDRY,2.1,Mt/yr,Oleg Lopatin,Tel: +7 47 4248 1808,Fax: +7 47 4248 1801
RUS,RUS0008,Russian Federation,Integrated,Zhigulovskiye Stroymaterialy Plant,Eurocement,"Zhigulewsk, Samara",Operating,53.421121,49.4198,GCD,Exact,5000048983,Yevrotsement Group AO,2.01,1958,https://www.eurocement.ru/cntnt/eng10/plants2/russia1/zao_zhigul2.html,2/10/2020,4297884584,Eurocement Holding AG,3 Wet - 1.9Mt/yr,3,WET,,,1.9,Mt/yr,Alexander Anatolyevich Savushkin,Tel: +7 84 8622 2287,Fax: +7 84 8622 2536
RUS,RUS0009,Russian Federation,Integrated,Maltsovsky Plant,Eurocement,"Dyadkovsky, Bryansk",Operating,53.445099,34.407597,GCD,Exact,5000048983,Yevrotsement Group AO,4.699,1899,https://www.eurocement.ru/cntnt/eng10/plants2/russia1/zao_maltso.html,2/10/2020,4297884584,Eurocement Holding AG,8 Wet - 4.2Mt/yr,8,WET,,,4.2,Mt/yr,Andrey Apanasenko,Tel: +7 48 3258 4354,Fax: +7 48 3258 4260
RUS,RUS0010,Russian Federation,Integrated,Sengileevskiy Cement Plant,Eurocement,"Sengilei, Ulyanovsk",Operating,54.003473,48.738773,GCD,Exact,5000048983,Yevrotsement Group AO,2.365,2015,https://www.eurocement.ru/cntnt/eng10/plants2/russia1/sengileevs.html,2/10/2020,4297884584,Eurocement Holding AG,1.3Mt/yr,,,,,1.3,Mt/yr,,Tel: +7 84 2332 9133,
RUS,RUS0011,Russian Federation,Integrated,Ulyanovskcement Plant,Eurocement,"Novoulyanovsk, Ulyanovsk",Operating,54.155892,48.360166,GCD,Exact,5000048983,Yevrotsement Group AO,2.708,1961,https://www.eurocement.ru/cntnt/eng10/plants2/russia1/ulyanovskc1.html,2/10/2020,4297884584,Eurocement Holding AG,4 Wet - 2.5Mt/yr,4,WET,,,2.5,Mt/yr,Alexey Chukmarev,Tel: +7 84 2557 1218 ( / 5910),Fax: +7 84 2557 2236
RUS,RUS0012,Russian Federation,Integrated,Mikhailovcement OJSC Plant,Eurocement,Ryazan,Operating,54.213699,38.922525,GCD,Exact,5000048983,Yevrotsement Group AO,2.154,1963,https://www.eurocement.ru/cntnt/eng10/plants2/russia1/zao_mikhay.html,2/10/2020,4297884584,Eurocement Holding AG,4 Wet - 2.0Mt/yr (Upgrading to 3.6Mt/yr),4,WET,,,2,Mt/yr,Alexandr Savuskkin,Tel: +7 49 1302 7116,Fax: +7 49 1302 7127
RUS,RUS0013,Russian Federation,Integrated,Mordovcement Plant,Mordovcement,"Chamzinsky, Chamzinsky",Operating,54.445485,45.870756,GCD,Exact,5000048983,Yevrotsement Group AO,10.643,1956,https://www.eurocement.ru/cntnt/eng10/plants2/russia1/mordovceme.html,2/10/2020,4297884584,Eurocement Holding AG,8 Wet - 3.5Mt/yr,8,WET,,,3.5,Mt/yr,Kulikov Gennady,Tel: +7 83 4373 0415,Fax: +7 83 4373 0700
RUS,RUS0014,Russian Federation,Integrated,Katavsky Plant,Eurocement,"Katav, Ivanovsk, Chelyabinsk",Operating,54.783097,58.201148,GCD,Exact,5000048983,Yevrotsement Group AO,1.774,1967,https://www.eurocement.ru/cntnt/eng10/plants2/russia1/zao_katavs2.html,2/10/2020,4297884584,Eurocement Holding AG,4 Dry - 1.6Mt/yr,4,DRY,,,1.6,Mt/yr,Edvard Zvyagincev,Tel: +7 35 1477 1507,Fax: +7 35 1477 1510
RUS,RUS0015,Russian Federation,Integrated,Nevyansk Plant,Eurocement,"Nevyansk, Sverdloaevich",Operating,57.46959,60.145025,GCD,Exact,5000048983,Yevrotsement Group AO,1.332,1914,https://www.eurocement.ru/cntnt/eng10/plants2/russia1/zao_nevyan2.html,2/10/2020,4297884584,Eurocement Holding AG,1.2Mt/yr,,,,,1.2,Mt/yr,Sergey Lubuv,Tel: +7 34 3564 1055,Fax: +7 34 3564 1375
RUS,RUS0016,Russian Federation,,,,,Operating,59.061831,28.133623,https://www.eurocement.ru/cntnt/eng10/plants2/russia1/petersburg.html,Exact,5000048983,Yevrotsement Group AO,2.602,2010,https://www.eurocement.ru/cntnt/eng10/plants2/russia1/petersburg.html,2/10/2020,4297884584,Eurocement Holding AG,,,,,,,,,,
RUS,RUS0017,Russian Federation,Integrated,Pikalyovsky Plant,Eurocement,"Pikalyovo, Leningrad",Operating,59.529312,34.14676,GCD,Exact,5000048983,Yevrotsement Group AO,2.598,1949,https://www.eurocement.ru/cntnt/eng10/plants2/russia1/zao_pikaly.html,2/10/2020,4297884584,Eurocement Holding AG,6 Wet - 2.4Mt/yr,6,WET,,,2.4,Mt/yr,Vladimir Sokoltsov,Tel: +7 81 3664 9191,Fax: +7 81 3664 9191
RUS,RUS0018,Russian Federation,Integrated,Savinsky Plant,Eurocement,Arkhandelskaya,Operating,62.945251,40.194763,GCD,Exact,5000048983,Yevrotsement Group AO,1.419,1966,https://www.eurocement.ru/cntnt/eng10/plants2/russia1/savinsky_c1.html,2/10/2020,4297884584,Eurocement Holding AG,4 Wet - 1.3Mt/yr (Closed for upgrades until 2019),4,WET,,,1.3,Mt/yr,Sergey Makoveckey,Tel: +7 81 8246 2406,Fax: +7 81 8326 1188
RUS,RUS0019,Russian Federation,Integrated,Construction Materials cement plant,Branch of HeidelbergCement Rus LLC in c. Sterlitamak,"Sterlitamak, Bashkortostan",Operating,53.6638,55.970997,GCD,Exact,,HeidelbergCement Rus LLC,1.8,,https://www.heidelbergcement.ru/en/hc_in_sterlitamak,2/8/2020,4295868961,HeidelbergCement AG,2.0Mt/yr,,,,,2,Mt/yr,Konstantin Morozov,Tel: +7 34 7329 9066,Fax: +7 34 7329 9066
RUS,RUS0020,Russian Federation,Integrated,Tula Cement Plant,HeidelbergCement,"Novogurovsk, Tula",Operating,54.482932,37.341077,GCD,Exact,,HeidelbergCement Rus LLC,2,,https://www.heidelbergcement.ru/en/hc_in_novogurovsky,2/8/2020,4295868961,HeidelbergCement AG,1 Dry - 2.0Mt/yr,1,DRY,,,2,Mt/yr,Thomas Kolbe,Tel: +7 48 7532 0000,Fax: +7 48 7532 0049
RUS,RUS0021,Russian Federation,Integrated,Cesla OJSC,HeidelbergCement,"Slantsy, Leningrad",Operating,59.112037,28.191385,GCD,Exact,4296737076,Slantsevsky Cement Plant,1.2,,https://www.heidelbergcement.ru/en/cesla,2/8/2020,4295868961,HeidelbergCement AG,1 Dry - 1.2Mt/yr,1,DRY,,,1.2,Mt/yr,Andrey Zhavoronkov,Tel: +7 81 3747 2341,Fax: +7 81 3747 2181
RUS,RUS0027,Russian Federation,Integrated,Schurovsky Plant,Holcim Russia (LafargeHolcim),Kolomna,Operating,55.061288,38.83226,GCD,Exact,5058619066,Kholsim (Rus) SM OOO,2.5,,https://www.lafargeholcim.ru/ru/lafargeholcim-v-rossii,2/9/2020,4295890620,LafargeHolcim Ltd,1 Dry - 2.1Mt/yr (Grey) 1 Wet - 0.1Mt/yr (White),1,WET,1,DRY,2.1,Mt/yr,,Tel: +7 49 6616 9016,Fax: +7 49 6612 1842
SEN,SEN0001,Senegal,Integrated,Senegal Plant,Dangote Cement,"Pout, Thiés",Operating,14.79656,-17.041497,GCD,Exact,5001198258,Dangote Cement PLC,1.5,2014,http://www.dangotecement.com/operations/senegal/,2/7/2020,5001198258,Dangote Cement PLC,1.5Mt/yr,,,,,1.5,Mt/yr,Athanasios Bampos,Tel: +221 770 991 326,
SRB,SRB0002,Serbia,Integrated,Beočinska Plant,Beočinska Fabrika Cementa (LafargeHolcim),Beočin,Operating,45.207937,19.707231,GCD,Exact,5000037794,Lafarge BFC doo Beocin,1,,https://www.lafarge.rs/1_1-Lafarge_in_Serbia,2/9/2020,4295890620,LafargeHolcim Ltd,1 Dry & 2 Wet - 1.2Mt/yr,2,WET,1,DRY,1.2,Mt/yr,Dejan Koricic,Tel: +381 2187 4100,Fax: +381 2187 0559
ZAF,ZAF0001,South Africa,Grinding,Delmas Plant,Sephaku Cement (Dangote Cement),"Delmas, Mpumalanga",Operating,-26.156285,28.692849,GCD,Exact,4297919505,Sephaku Cement (Pty) Ltd,1.5,,http://www.dangotecement.com/operations/south-africa/,2/7/2020,5001198258,Dangote Cement PLC,1.4Mt/yr - Loesche LM,,,,,1.4,Mt/yr,53.3+3C,Tel: +27 12 684 6300,Fax: +27 12 684 6301
ZAF,ZAF0002,South Africa,Integrated,plant in Mpumalanga),Sephaku Cement (Dangote Cement),"Anganang, Lichtenburg, North West",Operating,-26.143888,25.851686,GCD,Exact,4297919505,Sephaku Cement (Pty) Ltd,1.8,,http://www.dangotecement.com/operations/south-africa/,2/7/2020,5001198258,Dangote Cement PLC,1.9Mt/yr (also supplies Delmas grinding,,,,,1.9,Mt/yr,,Tel: +27 126 846 300,Fax:  +27 126 846 301
ESP,ESP0002,Spain,Grinding,CEBASA Plant,Cementos Barrero,"41703 Dos Hermanas, Sevilla",Operating,37.276257,-5.992723,GCD,Exact,5044821612,Cementos Barrero SA,1,,http://www.cebasa.com/contact/,3/13/2020,5044821612,Cementos Barrero SA,1.0Mt/yr,,,,,1,Mt/yr,Juan Pedro Barrero,Tel: +34 954 931 045,Fax: +34 954 931 085
ESP,ESP0005,Spain,Grinding,Cementos La Cruz Plant,Cementos La Cruz,"Abanilla, Murcia",Operating,38.209846,-1.008607,GCD,Exact,5059995788,Cementos La Cruz SL,1.5,,https://www.cementoscruz.com/en/,3/20/2020,5059995788,Cementos La Cruz SL,1.0Mt/yr,,,,,1,Mt/yr,,Tel: +34 968 680 820,Fax: +34 968 680 821
