iso3,uid,country,plant_type,gcd_plant_name,gcd_company_name,gcd_location,status,latitude,longitude,source,accuracy,permid,company_name,reported_capacity,reported_online_modernisation,owner_source,date_accessed,parent_permid,parent_name,desc,num_kilns_1,kiln_type_1,num_kilns_2,kiln_type_2,capacity,capacity_unit,contact,tel,fax
CHN,CHN0592,China,Integrated,,Shandan Qingquan Cement,"No.47 Donghuan Road, Shandan, Zhangye, Gansu",Operating,38.530857,101.226025,GCD,Approximate,,,,,,,,,2 Shaft - 0.12Mt/yr,,,,,0.12,Mt/yr,,+86-936-2721143,+86-936-2721105
CHN,CHN0594,China,Integrated,,Shandong Cement (Votorantim),"No.300 Zhongxing Road, Yicheng, Zaozhuang, Shandong",Operating,34.71245715,117.5497501,GCD,Approximate,,,,,,,,,2 Dry - 1.56Mt/yr,2.0,DRY,,,1.56,Mt/yr,,+86-519-87399919,+86-519-87399919
CHN,CHN0595,China,Integrated,,Shandong Chongzheng Cement Group,"Hong’e Road, Honhshan, Zichuan, Zibo, Shandong",Operating,36.56274035,118.04208670000001,GCD,Approximate,,,,,,,,,4 Dry - 3Mt/yr,4.0,DRY,,,3.0,Mt/yr,,+86-533-5819957,+86-533-5819359
CHN,CHN0596,China,Integrated,Cement,Shandong Jinlucheng Group,"Babaoshan, Qufu, Jining, Shandong",Operating,35.5956915,116.98754299999901,GCD,Approximate,,,,,,,,,2 Dry - 1.56Mt/yr,2.0,DRY,,,1.56,Mt/yr,,Shandong Jinlucheng +86-537-4612177,+86-537-4611600
CHN,CHN0597,China,Integrated,,Shandong Jintwang,"Shuyuan, Qufu, Jining, Shandong",Operating,35.631182200000005,117.00707290000001,GCD,Approximate,,,,,,,,,1 Dry - 1.5Mt/yr,1.0,DRY,,,1.5,Mt/yr,,+86-537-4612116,+86-537-4612116
CHN,CHN0598,China,Grinding,Huaian Plant,Shandong LiuYan (Votorantim),Jiangsu,Operating,33.0000001,119.9999999,GCD,Approximate,,,,,,,,,1.2Mt/yr,,,,,1.2,Mt/yr,,,
CHN,CHN0599,China,Integrated,,Shandong Qiyin Cement Group,"No.419 Niushan Road, Linzi, Zibo, Shandong",Operating,36.794167,118.325278,GCD,Approximate,,,,,,,,,7 Dry - 1.50Mt/yr,7.0,DRY,,,1.5,Mt/yr,,+86-533-7179050,+86-533-7180549
CHN,CHN0602,China,Integrated,,Shandong Zibo Luzhong Cement,"South Korea Industrial Park, Zichuan, Zibo, Shandong",Operating,36.56274035,118.04208670000001,GCD,Approximate,,,,,,,,,1 Dry - 1.4Mt/yr,1.0,DRY,,,1.4,Mt/yr,,+86-533-5699999,+86-533-5686616
CHN,CHN0606,China,Integrated,Pudong Plant,Shanghai Building Material Group General Company,"No.1 Lane, 1406 Zhangjiang Road, Pudong New Area, Shanghai",Operating,31.2040528999999,121.61444440000001,GCD,Approximate,,,,,,,,,1 Dry - 0.47Mt/yr,1.0,DRY,,,0.47,Mt/yr,,+86-21-58551266,+86-21-58552006
CHN,CHN0607,China,Integrated,Shanghai Allied Cement,Shanghai Building Material Group General Company,"No.1388 Zhangdong Road, Pudong New Area, Shanghai",Operating,31.2217826,121.538740099999,GCD,Approximate,,,,,,,,,1 Dry - 0.62Mt/yr,1.0,DRY,,,0.62,Mt/yr,,+86-21-64325171,+86-21-64325050
CHN,CHN0608,China,Integrated,,Shanghai Building Material Group General Company,"Shanghai Wan’an Head Office, No.4338 Tingfeng Road, Jinshan, Shanghai",Operating,30.744816999999898,121.3372571,GCD,Approximate,,,,,,,,,1 Dry - 0.47Mt/yr,1.0,DRY,,,0.47,Mt/yr,,+86-21-57320710,+86-21-57321485
CHN,CHN0609,China,Integrated,,Shangluo Shangshan Group Cement,"Dongjiao, Shangluo, Shaanxi",Operating,33.8678555,109.9353876,GCD,Approximate,,,,,,,,,2 Shaft - 0.13Mt/yr,,,,,0.13,Mt/yr,,+86-914-2251808,+86-914-2251616
CHN,CHN0610,China,Integrated,Donggang Cement,Shangnan Qingdong Group,"Guojia, Dangma, Shangnan, Shangluo, Shaanxi",Operating,33.5337978999999,110.838232,GCD,Approximate,,,,,,,,,2 Shaft - 0.20Mt/yr,,,,,0.2,Mt/yr,,+86-914-6326088,+86-914-6368668
CHN,CHN0611,China,Integrated,,Shangzhou Beiliu Cement,"Yancun, Jinlingsi, Shangzhou, Shangluo, Shaanxi",Operating,33.8650047,109.9431124,GCD,Approximate,,,,,,,,,1 Shaft - 0.10Mt/yr,,,,,0.1,Mt/yr,,+86-914-2251809,+86-914-2251809
CHN,CHN0612,China,Integrated,,Shannan Xingye Cement,"No.30 Songzan Road, Zedang, Naidong, Shannan, Tibet",Operating,29.1728219,91.8161614,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-893-7821266,+86-893-7824745
CHN,CHN0613,China,Integrated,,Shannan Yalong Cement,"No.24 Gongbu Road, Zedang, Naidong, Shannan, Tibet",Operating,29.1728219,91.8161614,GCD,Approximate,,,,,,,,,1 Shaft - 0.04Mt/yr,,,,,0.04,Mt/yr,,+86-893-7821506,+86-893-7821506
CHN,CHN0614,China,Integrated,,Shanxi Aluminium Manufacturer Jinshui Cement,"Qingjian Fourth, Hejin, Yuncheng, Shanxi",Operating,35.595776799999896,110.7057517,GCD,Approximate,,,,,,,,,1 Dry - 0.47Mt/yr,1.0,DRY,,,0.47,Mt/yr,,+86-359-5041707,+86-359-5042407
CHN,CHN0615,China,Integrated,,Shanxi Ankung Jianhuan Group Cement,"No.6 Jiangbei Road Ankang, Shaanxi",Operating,36.0,109.0,GCD,Approximate,,,,,,,,,2 Dry - 1.56Mt/yr,2.0,DRY,,,1.56,Mt/yr,,+86-915-3310519,+86-915-3311995
CHN,CHN0616,China,Grinding,Huangling Plant,Shanxi Biological Cement,HuangLing,Operating,35.5828559,109.25962890000001,GCD,Approximate,,,,,,,,,1Mt/y (Est) - Loesche Vertical Roller Mill,,,,,1.0,Mt/yr,,,
CHN,CHN0617,China,Integrated,,Shanxi Chuandong Cement,"Yiju, Tianjiahui, Lishi, Luliang, Shanxi",Operating,37.5262,111.20299999999901,GCD,Approximate,,,,,,,,,1 Dry - 0.47Mt/yr,1.0,DRY,,,0.47,Mt/yr,,+86-358-3384805,+86-358-3384806
CHN,CHN0618,China,Integrated,,Shanxi Hanzhong Jiaodong Cement,"Liangshan, Nanzheng, Hanzhong, Shaanxi",Operating,33.006823600000004,106.936631,GCD,Approximate,,,,,,,,,1 Dry - 0.78Mt/yr,1.0,DRY,,,0.78,Mt/yr,,+86-916-5392248,+86-916-5392248
CHN,CHN0619,China,Integrated,,Shanxi Liquan Cement,"Zhao, Liquan, Xianyang, Shaanxi",Operating,34.563923100000004,108.44854860000001,GCD,Approximate,,,,,,,,,2 Shaft - 0.16Mt/yr,,,,,0.16,Mt/yr,,+86-29-35850061,+86-29-35850076
CHN,CHN0621,China,Integrated,,Shanxi Pucheng Potou Cement,"Potou Street, Pucheng, Weinan, Shaanxi",Operating,34.9588442999999,109.593807199999,GCD,Approximate,,,,,,,,,1 Shaft - 0.10Mt/yr,,,,,0.1,Mt/yr,,+86-913-7414668,+86-913-7414668
CHN,CHN0622,China,Integrated,Tianji Group Cement,Shanxi Tianji Coal Chemical Industry Group,"Zhonghua East Street, Lucheng, Changzhi, Shanxi",Operating,36.3637096,113.2229376,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-355-6898491,+86-355-6898491
CHN,CHN0623,China,Integrated,,Shanxi Weihe Cement,"Pucheng, Weinan, Shaanxi",Operating,34.9588442999999,109.593807199999,GCD,Approximate,,,,,,,,,1 Shaft - 0.10Mt/yr,,,,,0.1,Mt/yr,,+86-913-7258199,+86-913-7258199
CHN,CHN0628,China,Integrated,Cement,Shanxi Yaobai Special Cement,"Qinghe, Yongle, Zhen’an, Ankang, Shaanxi",Operating,32.7330178,108.9903977,GCD,Approximate,,,,,,,,,1 Dry - 0.47Mt/yr,1.0,DRY,,,0.47,Mt/yr,,Shangluo Yaobai Xiushan +86-914-5362501,+86-914-5362509
CHN,CHN0631,China,Integrated,,Shenhua Group Fugu Tianqiao Cement,"Heishan, Fugu, Fugu, Yulin, Shaanxi",Operating,39.031227,111.05810679999901,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-912-8729103,+86-912-8729454
CHN,CHN0632,China,Integrated,,Shenmu Meijian Cement,"Qianliuta, Daliuta, Shenmu, Yulin, Shaanxi",Operating,39.2521706,110.2493035,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-912-8412273,+86-912-8412273
CHN,CHN0633,China,Integrated,,Shihezi Nanshan Cement,"Shichang, Nanshan, Shihezi, Xinjiang",Operating,44.298891,86.0528380999999,GCD,Approximate,,,,,,,,,2 Shaft -  0.11Mt/yr,,,,,0.11,Mt/yr,,+86-993-5290100,+86-993-5290155
CHN,CHN0634,China,Integrated,,Shihezi Xinlan Cement Building Materials,"Shihong, Shihezi, Xinjiang",Operating,44.298891,86.0528380999999,GCD,Approximate,,,,,,,,,2 Dry - 2Mt/yr,2.0,DRY,,,2.0,Mt/yr,,+86-993-5198091,+86-993-5198256
CHN,CHN0635,China,Integrated,,Shuangyashan Xinshidai Cement,"Fulitun, Jixian, Shuangyashan, Kiamusze, Heilungkiang",Operating,46.722434,131.134314,GCD,Approximate,,,,,,,,,2 Dry - 1.62Mt/yr,2.0,DRY,,,1.62,Mt/yr,,+86-469-4319565,+86-469-4319577
CHN,CHN0636,China,Integrated,,Shule Yuda Cement,"Shisi, Baren, Shule, Kashi, Xinjiang",Operating,39.4049776,76.05105879999991,GCD,Approximate,,,,,,,,,1 Shaft - 0.10Mt/yr,,,,,0.1,Mt/yr,,+86-998-6526030,+86-998-6526188
CHN,CHN0637,China,Integrated,,Sichuan Anxian Fushan Cement,"Sangzao, Anxian, Jiangyou, Mianyang, Sichuan",Operating,31.7777135,104.73443,GCD,Approximate,,,,,,,,,2 Shaft - 0.23Mt/yr,,,,,0.23,Mt/yr,,+86-816-4631302,+86-816-4631302
CHN,CHN0638,China,Integrated,,Sichuan Chuanwei Group,"Dashaba, Dongyu, Nanjiang, Bazhong, Sichuan",Operating,32.3116,106.819854,GCD,Approximate,,,,,,,,,1 Dry - 0.78Mt/yr,1.0,DRY,,,0.78,Mt/yr,,+86-827-8233112,+86-827-8233117
CHN,CHN0641,China,Integrated,,Sichuan Deyang Bajiao Cement,"Jinshajiang Road, Bajiaojing, Jingyang, Deyang, Sichuan",Operating,31.1904127,104.41874870000001,GCD,Approximate,,,,,,,,,2 Shaft - 0.25Mt/yr,,,,,0.25,Mt/yr,,+86-838-2600378,+86-838-2600378
CHN,CHN0642,China,Integrated,,Sichuan Deyang Chuanxiong Building Materials,"Yufei Road, Dongbei, Mianzhu, Deyang, Sichuan",Operating,31.3554573999999,104.19925479999901,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-838-6190376,+86-838-6190448
CHN,CHN0645,China,Integrated,,Sichuan Gaoyu Special Cement,"Yangchang, Yang’an, Qionglai, Chengdu, Sichuan",Operating,30.3997472,103.6996093,GCD,Approximate,,,,,,,,,3 Shaft - 0.35Mt/yr,,,,,0.35,Mt/yr,,+86-28-88751056,+86-28-88751008
CHN,CHN0648,China,Integrated,,Sichuan Gulin Tieqiao Cement,"Shaba, Gulin, Luzhou, Sichuan",Operating,27.9689221,105.9314131,GCD,Approximate,,,,,,,,,3 Shaft - 0.20Mt/yr,,,,,0.2,Mt/yr,,+86-830-7260349,+86-830-7260349
CHN,CHN0649,China,Integrated,,Sichuan Guoda Cement,"Jiechi, Hanzeng, Jiangyou, Sichuan",Operating,31.773208,104.602897,GCD,Approximate,,,,,,,,,2 Dry - 2.5Mt/yr,2.0,DRY,,,2.5,Mt/yr,,+86-816-6127777,+86-816-6127777
CHN,CHN0652,China,Integrated,,Sichuan Jiangyou Shenlong Cement Manufacture,"Xiaoxiba, Jiangyou, Mianyang, Sichuan",Operating,31.8952115,105.0024922,GCD,Approximate,,,,,,,,,2 Shaft - 0.15Mt/yr,,,,,0.15,Mt/yr,,+86-816-3751262,+86-816-3751258
CHN,CHN0655,China,Integrated,,Sichuan Liangzhong Jinqi Cement,"Xianyu, Qili, Langzhong, Sichuan",Operating,31.5866696999999,105.974310299999,GCD,Approximate,,,,,,,,,2 Shaft - 0.20Mt/yr,,,,,0.2,Mt/yr,,+86-817-6301988,+86-817-6302088
CHN,CHN0657,China,Integrated,Dazhou Cement,Sichuan Lisen Building Materials Group,"Dazhu, Dazhou, Sichuan",Operating,30.7396638999999,107.20801809999901,GCD,Approximate,,,,,,,,,1 Dry - 1.25Mt/yr,1.0,DRY,,,1.25,Mt/yr,,+86-818-6452888,+86-818-6452888
CHN,CHN0663,China,Integrated,,Sichuan Luzhou Tuojiang Cement,"Dalin, Shizhai, Jiangyang, Luzhou, Sichuan",Operating,28.928444,105.190041,GCD,Approximate,,,,,,,,,3 Shaft - 0.40Mt/yr,,,,,0.4,Mt/yr,,+86-830-3750111,+86-830-3750111
CHN,CHN0664,China,Integrated,,Sichuan Mianzhu Guilan Cement,"Gaoxing, Xiaode, Mianzhu, Deyang, Sichuan",Operating,31.2561238,104.2710633,GCD,Approximate,,,,,,,,,3 Shaft - 0.33Mt/yr,,,,,0.33,Mt/yr,,+86-838-6590359,+86-838-6591983
CHN,CHN0665,China,Integrated,,Sichuan Pengshan Dongsheng Cement,"Caishan Pengxi, Pengshan, Meishan, Sichuan",Operating,30.1981104,103.8717011,GCD,Approximate,,,,,,,,,1 Shaft - 0.12Mt/yr,,,,,0.12,Mt/yr,,+86-833-7632197,+86-833-7632197
CHN,CHN0666,China,Integrated,,Sichuan Quxian Yunfeng Cement,"Heli, Tianxing, Quxian, Dazhou, Sichuan",Operating,30.807918400000002,107.00887920000001,GCD,Approximate,,,,,,,,,2 Shaft - 0.20Mt/yr,,,,,0.2,Mt/yr,,+86-818-7344021,+86-818-7344797
CHN,CHN0667,China,Integrated,,Sichuan Renshou Xianming Cement,"Xiaogou Renshou, Sichuan",Operating,30.500000099999898,102.4999999,GCD,Approximate,,,,,,,,,2 Shaft - 0.26Mt/yr,,,,,0.26,Mt/yr,,+86-838-6589016,+86-838-6589001
CHN,CHN0668,China,Integrated,,Sichuan Tianquan Tianlong Cement,"Meicen, Tianquan, Ya’an, Sichuan",Operating,30.0861909999999,102.592641,GCD,Approximate,,,,,,,,,2 Shaft - 0.20Mt/yr,,,,,0.2,Mt/yr,,+86-835-7228906,+86-835-7228906
CHN,CHN0669,China,Integrated,,Sichuan Tianying Cement,"Qiuxi, Zizhong, Neijiang, Sichuan",Operating,29.9690124,104.5257564,GCD,Approximate,,,,,,,,,3 Shaft - 0.30Mt/yr,,,,,0.3,Mt/yr,,+86-832-5822063,+86-832-5822063
CHN,CHN0670,China,Integrated,,Sichuan Wangcang Jinqi Cement Industrial,"Jinxi, Wangcang, Guangyuan, Sichuan",Operating,32.287226000000004,106.657977,GCD,Approximate,,,,,,,,,2 Shaft - 0.20Mt/yr,,,,,0.2,Mt/yr,,+86-839-4885058,+86-839-4885058
CHN,CHN0671,China,Integrated,,Sichuan Xinte Cement,"Dengguan, Yantan, Zigong, Sichuan",Operating,29.1563986999999,104.9333456,GCD,Approximate,,,,,,,,,3 Shaft - 0.30Mt/yr,,,,,0.3,Mt/yr,,+86-813-3900247,+86-813-3900247
CHN,CHN0672,China,Integrated,,Sichuan Yanyuan Jinguan Cement,"No.706 Yandong Street, Yanyuan, Liangshan, Sichuan",Operating,27.6307777,101.4481497,GCD,Approximate,,,,,,,,,1 Dry - 0.78Mt/yr,1.0,DRY,,,0.78,Mt/yr,,+86-834-6365895,+86-834-6365895
CHN,CHN0673,China,Integrated,,Sichuan Yibin Hengchang Building Materials,"Minxing Village, Tonggu, Changning, Yibin, Sichuan",Operating,28.582562100000004,104.91874890000001,GCD,Approximate,,,,,,,,,2 Shaft - 0.15Mt/yr,,,,,0.15,Mt/yr,,+86-831-4550205,+86-831-4550010
CHN,CHN0674,China,Integrated,Baita Subsidiary,Sichuan Yingshan Fengfa Cement,"Baita Road, Yingshan, Dazhou, Sichuan",Operating,31.216036,107.5027564,GCD,Approximate,,,,,,,,,2 Shaft - 0.14Mt/yr,,,,,0.14,Mt/yr,,+86-818-7480118,+86-818-7480098
CHN,CHN0675,China,Integrated,,Sichuan Yuanwei Cement,"Puziwan, Weiyuan, Neijiang, Sichuan",Operating,29.592493,104.602604,GCD,Approximate,,,,,,,,,1 Dry - 1Mt/yr,1.0,DRY,,,1.0,Mt/yr,,+86-832-8947998,+86-832-8947998
CHN,CHN0677,China,Integrated,,Sichuan Ziyang Tianwang Cement,"Wuxian, Songtao, Yanjiang, Ziyang, Sichuan",Operating,30.0773268999999,104.7605605,GCD,Approximate,,,,,,,,,5 Shaft - 0.60Mt/yr,,,,,0.6,Mt/yr,,+86-832-6051198,+86-832-6051198
CHN,CHN0678,China,Integrated,,Sichuan Zizhong Dongfanghong Cement,"Sanhuangmiao, Xinglongjie, Zizhong, Neijiang, Sichuan",Operating,29.7699885,104.8419954,GCD,Approximate,,,,,,,,,2 Shaft - 0.20Mt/yr,,,,,0.2,Mt/yr,,+86-832-5200103,+86-832-5200103
CHN,CHN0690,China,Integrated,Cement,Sinoma,"No.33 Wuyi East Road, Changji, Urumqi, Xinjiang",Operating,44.004021,87.336253,GCD,Approximate,,,,,,,,,3 Dry - 3Mt/yr,3.0,DRY,,,3.0,Mt/yr,,Xinjiang Tunhe +86-994-2350263,+86-994-2350263
CHN,CHN0699,China,Integrated,Honggu Qilianshan Cement,Sinoma,"Yanjie, Lanzhou, Gansu",Operating,36.0593112,103.8239155,GCD,Approximate,,,,,,,,,3 Dry - 1.4Mt/yr,3.0,DRY,,,1.4,Mt/yr,,Lanzhou +86-931-6316666,+86-931-6316666
CHN,CHN0700,China,Integrated,,Siping Hongzui Cement,"Sili Road, Siping, Jilin",Operating,43.1641529,124.3443749,GCD,Approximate,,,,,,,,,1 Dry - 0.78Mt/yr,1.0,DRY,,,0.78,Mt/yr,,+86-434-3581409,+86-434-3583026
CHN,CHN0701,China,Integrated,,Sixhuan Huaying Tianchi Cement,"Daluowan, Tianchi, Huaying, Guang’an, Sichuan",Operating,30.3843078,106.775599,GCD,Approximate,,,,,,,,,2 Shaft - 0.16Mt/yr,,,,,0.16,Mt/yr,,+86-826-4331230,+86-826-4331345
CHN,CHN0707,China,Integrated,,Sunnsy Group,"Daqiao, Changle, Weifang, Shandong",Operating,36.513889,118.90888899999901,GCD,Approximate,,,,,,,,,1 Dry - 0.78Mt/yr,1.0,DRY,,,0.78,Mt/yr,,+86-536-6713719,+86-536-6713719
CHN,CHN0715,China,Integrated,Lioaning Shanshui Gongyuan,Sunnsy Group,"Tuanshanzi, Pingshan, Benxi, Liaoning",Operating,41.2237102999999,123.684858,GCD,Approximate,,,,,,,,,4 Dry - 6.24Mt/yr,4.0,DRY,,,6.24,Mt/yr,,+86-414-3181886,+86-414-3181886
CHN,CHN0721,China,Grinding,Suzhou Plant,Suzhou Nanda Cement (Votorantim),Shanghai,Operating,22.1900733,113.544984299999,GCD,Approximate,,,,,,,,,,,,,,,,,Tel: +86 0086-51265382,
CHN,CHN0723,China,Grinding,GGBS Plant,TCC (Taiwan Cement),Guangxi,Operating,24.0,109.0,GCD,Approximate,,,,,,,,,0.7Mt/yr,,,,,0.7,Mt/yr,,,
CHN,CHN0727,China,Integrated,,Taiyuan Guangsha Cement,"Xinzhuang, Gaocun, Yangqu, Taiyuan, Shanxi",Operating,38.1653893999999,112.6794446,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-351-5597788,+86-351-5598572
CHN,CHN0730,China,Integrated,,Tanghe Chenguang Cement Group,"Heilong, Tanghe, Nanyang, Henan",Operating,32.6923715,112.83324990000001,GCD,Approximate,,,,,,,,,3 Shaft - 0.30Mt/yr,,,,,0.3,Mt/yr,,+86-377-8733399,+86-377-8733399
CHN,CHN0731,China,Integrated,Fengrun District Equipment,Tangshan Feilong Cement,"Manufacturing Park, Tangshan, Hebei",Operating,39.6296508999999,118.173933599999,GCD,Approximate,,,,,,,,,1 Dry - 1.25Mt/yr,1.0,DRY,,,1.25,Mt/yr,,+86-315-5589098,+86-315-5589098
CHN,CHN0732,China,Integrated,,Tangshan Feilong Cement,"Panyizhai, Wangguanying, Fengrun, Tangshan, Hebei",Operating,39.9273052,118.3044378,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-315-5584270,+86-315-5584270
CHN,CHN0734,China,Grinding,Tieling Plant,The Tieling Tiexin Cement,"Xintaizi Industrial Park, Tieling, Liaoning",Operating,42.1271479,123.6010338,GCD,Approximate,,,,,,,,,,,,,,,,,Tel: +86 24 78867773/ 78867888,Fax: +86 24 78867999
CHN,CHN0735,China,Integrated,,Tianquan Erlangshan Cement,"Shiyang, Tianquan, Ya’an, Sichuan",Operating,30.0225097999999,102.82842190000001,GCD,Approximate,,,,,,,,,2 Shaft - 0.20Mt/yr,,,,,0.2,Mt/yr,,+86-835-7336053,+86-835-7336053
CHN,CHN0747,China,Integrated,,Tianshui Tianxiang Cement,"Zhangjiahe, Ershipu, Beidao, Tianshui, Gansu",Operating,34.5702689,105.8919791,GCD,Approximate,,,,,,,,,4 Shaft - 0.3Mt/yr,,,,,0.3,Mt/yr,,+86-938-2791335,+86-938-2791335
CHN,CHN0748,China,Integrated,,Tibet Changdu Cement,"Dukaruo, Changdu, Tibet",Operating,31.145173800000002,97.1697609,GCD,Approximate,,,,,,,,,1 Shaft - 0.09Mt/yr,,,,,0.09,Mt/yr,,+86-895-6505380,+86-895-6505380
CHN,CHN0749,China,Integrated,,Tibet Duilong Dongga Cement,"No.010 Qingzang Road, Deqing, Lhasa, Tibet",Operating,29.9656925,90.7151366,GCD,Approximate,,,,,,,,,2 Shaft - 0.14Mt/yr,,,,,0.14,Mt/yr,,+86-891-6152934,+86-891-6152122
CHN,CHN0750,China,Integrated,,Tibet Gaozheng Building Materials,"No.134 Beijing West Road, Lhasa, Tibet",Operating,29.6641913,91.05906,GCD,Approximate,,,,,,,,,1 Dry - 0.78Mt/yr,1.0,DRY,,,0.78,Mt/yr,,+86-891-6865774,+86-891-6863814
CHN,CHN0751,China,Integrated,,Tibet Rikaze Jiaotong Industrial,"No.1 Yeku Road, Nanjiao, Rikaze, Tibet",Operating,29.294831,89.06605,GCD,Approximate,,,,,,,,,2 Shaft - 0.14Mt/yr,,,,,0.14,Mt/yr,,+86-892-8822434,+86-892-8829573
CHN,CHN0752,China,Integrated,,Tongchuan Yaozhou Biyan Cement,"Yanhe Road, Yaozhou, Tongchuan, Shaanxi",Operating,34.913269,108.97147,GCD,Approximate,,,,,,,,,1 Shaft - 0.10Mt/yr,,,,,0.1,Mt/yr,,+86-919-6888222,+86-919-6888222
CHN,CHN0753,China,Integrated,,Urumqi Yanrwo Cement,"No.40 Yanr Road, Tianshan, Turfan, Xinjiang",Operating,42.9424757,89.1816874,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-991-8532873,+86-991-8526394
CHN,CHN0754,China,Integrated,,Wafangdian Laohu Cement,"Housanshilipu, Laohutun, Wafangdian, Dalian, Liaoning",Operating,39.6690713,121.77373329999901,GCD,Approximate,,,,,,,,,1 Dry - 0.37Mt/yr,1.0,DRY,,,0.37,Mt/yr,,+86-411-85371129,+86-411-85370008
CHN,CHN0755,China,Integrated,,Wanyuan Baisha Cement Group,"No.68 Gongnong Street, Baisha, Wanyuan, Dazhou, Sichuan",Operating,31.9740935,108.15893159999901,GCD,Approximate,,,,,,,,,2 Shaft - 0.16Mt/yr,,,,,0.16,Mt/yr,,+86-818-8912108,+86-818-8912962
CHN,CHN0757,China,Integrated,,Weiyuan Gonghua Cement,"Qingwei, Weiyuan, Neijiang, Sichuan",Operating,29.592493,104.602604,GCD,Approximate,,,,,,,,,2 Shaft - 0.20Mt/yr,,,,,0.2,Mt/yr,,+86-832-8946439,+86-832-8946469
CHN,CHN0758,China,Integrated,,Weiyuan Huangjinggou Cement,"Jiuli, Gaoshi, Weiyuan, Ziyang, Sichuan",Operating,30.1235983,104.64811440000001,GCD,Approximate,,,,,,,,,1 Shaft - 0.14Mt/yr,,,,,0.14,Mt/yr,,+86-832-8150128,+86-832-8150128
CHN,CHN0761,China,Integrated,,Wuhu Exi Cement,"Fanyang, Fanchang, Wuhu, Anhui",Operating,31.0854445,118.19606920000001,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-553-7911807,+86-553-7911897
CHN,CHN0764,China,Integrated,,"Wuwei, Xiliang Cement","Yongfeng, Liangzhou, Wuwei, Gansu",Operating,37.8039666,102.7751442,GCD,Approximate,,,,,,,,,1 Shaft - 0.10Mt/yr,,,,,0.1,Mt/yr,,+86-935-6218226,+86-935-6218226
CHN,CHN0765,China,Integrated,,Xindu Guihu Cement,"No.265 Tongzhan Road, Xindu, Chengdu, Sichuan",Operating,30.822700800000003,104.118598099999,GCD,Approximate,,,,,,,,,2 Shaft  - 0.20Mt/yr,,,,,0.2,Mt/yr,,+86-28-83997412,+86-28-83997412
CHN,CHN0766,China,Integrated,,Xinjiang Hami Coal Group Building Materials,"No.2 Mianfang Road, Hami, Xinjiang",Operating,42.8353592,93.5127738,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-992-6184341,+86-992-6318790
CHN,CHN0767,China,Integrated,,Xinjiang Tianlong Mineral,"Ganzihe, Fukang, Changji, Xinjiang",Operating,44.1550685,87.95336970000002,GCD,Approximate,,,,,,,,,2 Dry - 0.70Mt/yr,2.0,DRY,,,0.7,Mt/yr,,+86-994-3562014,+86-994-3562014
CHN,CHN0768,China,Integrated,,Xinxiang Huanghe Cement,"Jiantou, Mengzhuang, Huixian, Xinxiang, Henan",Operating,35.4625141,113.797622799999,GCD,Approximate,,,,,,,,,2 Shaft - 0.26Mt/yr,,,,,0.26,Mt/yr,,+86-373-6090966,+86-373-6090366’
CHN,CHN0769,China,Integrated,,Xinxiang Zhenxing Cement,"Mengfen, Mengzhuan, Huixian, Xinxiang, Henan",Operating,35.4625141,113.797622799999,GCD,Approximate,,,,,,,,,1 Dry - 0.94Mt/yr,1.0,DRY,,,0.94,Mt/yr,,+86-373-6070411,+86-373-6070411
CHN,CHN0770,China,Integrated,,Xiuwen Sanjiao Cement,"Xinzhai, Longchang, Xiuwen, Guiyang, Guizhou",Operating,26.8442643,106.595476599999,GCD,Approximate,,,,,,,,,2 Shaft - 0.16Mt/yr,,,,,0.16,Mt/yr,,+86-851-2330507,+86-851-2322115
CHN,CHN0771,China,Integrated,,Xi’an Baqiao Xinzhu Xinxing Cement,"Xinzhu, Baqiao, Xi’an, Shaanxi",Operating,34.38433920000001,109.0376395,GCD,Approximate,,,,,,,,,2 Shaft - 0.15Mt/yr,,,,,0.15,Mt/yr,,+86-29-83411087,+86-29-83411087
CHN,CHN0772,China,Integrated,,Xi’an Shunyu Cement,"Hujia, Xiaozhai, Lantian, Xi’an, Shaanxi",Operating,34.15768970000001,109.3124865,GCD,Approximate,,,,,,,,,2 Shaft - 0.18Mt/yr,,,,,0.18,Mt/yr,,+86-29-82961333,+86-29-82961333
